id,message,Communication,Electricity,Food,Infrastructure,Medical,Not Related,Rescue,Sanitation & Hygiene,Shelter,Transportation,Water
24489,"People are trapped, rescue teams needed! Medical aid needed, many are injured! Roads blocked, can't transport food and aid! Roads destroyed, blocking aid transport!",0,0,0,1,1,0,1,0,0,1,0
24490,"Our house was destroyed, need shelter urgently! Airport shut down, supplies not reaching us! No doctors or first aid available, please help!",0,0,0,0,1,0,0,0,1,1,0
24491,"No doctors or first aid available, please help! We need canned food, baby formula, and clean drinking water! Need satellite phones for coordination! Floodwaters rising, we need evacuation now!",1,0,1,0,1,0,1,0,0,0,0
24492,"Need satellite phones for coordination! Floodwaters contaminated our water supply, need purification! Buildings unstable, engineers needed for inspection! Urgent need for antibiotics and painkillers!",1,0,0,1,1,0,0,0,0,0,1
24493,"Families are starving, emergency food needed! No doctors or first aid available, please help! Running out of clean water, people are dehydrated!",0,0,1,0,1,0,0,0,0,0,1
24494,"Urgent need for antibiotics and painkillers! Ambulance stuck, need assistance clearing roads! Water supply cut off, no drinking water available! Evacuation centers are full, more shelter required!",0,0,0,0,1,0,0,0,1,1,1
24496,"We need bottled water and filtration kits! Need satellite phones for coordination! Food distribution center is empty, need immediate assistance!",1,0,1,0,0,0,0,0,0,0,1
24501,"People with chronic illnesses need immediate medication! Garbage piling up, need sanitation workers now! Emergency responders can't charge equipment, need electricity!",0,1,0,0,1,0,0,1,0,0,0
24502,"No power for days, need electricity restoration! A building collapsed, people are inside! No toilets, sanitation crisis happening! Internet failure, can't reach authorities!",1,1,0,0,0,0,1,1,0,0,0
24504,"Hospitals need power backup immediately! We need tents and blankets, it's freezing! We have no food left, please send supplies!",0,1,1,0,0,0,0,0,1,0,0
24506,"Garbage piling up, need sanitation workers now! Families with children need safe shelters! People with chronic illnesses need immediate medication!",0,0,0,0,1,0,0,1,1,0,0
24507,"We have no food left, please send supplies! Buildings unstable, engineers needed for inspection! No way to evacuate, transport needed urgently! Urgent: Clean water required for survival!",0,0,1,1,0,0,0,0,0,1,1
24508,"Hygiene kits needed to prevent disease spread! Water pipelines broken, supply disrupted! Floodwaters rising, we need evacuation now!",0,0,0,1,0,0,1,1,0,0,0
24512,"Elderly and disabled stuck, urgent rescue help required! Urgent: Clean water required for survival! People with chronic illnesses need immediate medication!",0,0,0,0,1,0,1,0,0,0,1
24513,"We need bottled water and filtration kits! Bridges collapsed, can't access affected areas! Families with children need safe shelters!",0,0,0,1,0,0,0,0,1,0,1
24515,"Emergency responders can't charge equipment, need electricity! Bridge collapsed, need alternative routes! We need bottled water and filtration kits!",0,1,0,0,0,0,0,0,0,1,1
24516,"Internet failure, can't reach authorities! We need tents and blankets, it's freezing! Floodwaters rising, we need evacuation now! Sewage leaking, risk of outbreak!",1,0,0,0,0,0,1,1,1,0,0
24517,"No radio signals, emergency response affected! Urgent need for antibiotics and painkillers! Bridge collapsed, need alternative routes!",1,0,0,0,1,0,0,0,0,1,0
24518,"Running out of clean water, people are dehydrated! Internet failure, can't reach authorities! Our house was destroyed, need shelter urgently! People with chronic illnesses need immediate medication!",1,0,0,0,1,0,0,0,1,0,1
24520,"Hospitals need power backup immediately! Bridges collapsed, can't access affected areas! Water supply cut off, no drinking water available!",0,1,0,1,0,0,0,0,0,0,1
24521,"Ambulance stuck, need assistance clearing roads! We need tents and blankets, it's freezing! No doctors or first aid available, please help! Need satellite phones for coordination!",1,0,0,0,1,0,0,0,1,1,0
24522,"Urgent: Clean water required for survival! Hunger crisis here, send food packages urgently! No way to evacuate, transport needed urgently!",0,0,1,0,0,0,0,0,0,1,1
24523,"Elderly and disabled stuck, urgent rescue help required! Lost contact with loved ones, any updates? Hygiene kits needed to prevent disease spread! Emergency responders can't charge equipment, need electricity!",1,1,0,0,0,0,1,1,0,0,0
24524,"Food distribution center is empty, need immediate assistance! We need tents and blankets, it's freezing! Bridge collapsed, need alternative routes! We need bottled water and filtration kits!",0,0,1,0,0,0,0,0,1,1,1
24527,"Lost contact with loved ones, any updates? Buildings unstable, engineers needed for inspection! Hospital overcrowded, need more medical staff! Food distribution center is empty, need immediate assistance!",1,0,1,1,1,0,0,0,0,0,0
24531,"Running out of clean water, people are dehydrated! Buildings unstable, engineers needed for inspection! Evacuation centers are full, more shelter required! Emergency responders can't charge equipment, need electricity!",0,1,0,1,0,0,0,0,1,0,1
24532,"A building collapsed, people are inside! We need canned food, baby formula, and clean drinking water! No soap or clean water, people getting sick!",0,0,1,0,0,0,1,1,0,0,0
24533,"Floodwaters rising, we need evacuation now! Phone networks down, no way to call for help! Hospital overcrowded, need more medical staff! Bridge collapsed, need alternative routes!",1,0,0,0,1,0,1,0,0,1,0
24534,"Families with children need safe shelters! Lost contact with loved ones, any updates? Bridge collapsed, need alternative routes!",1,0,0,0,0,0,0,0,1,1,0
24536,"Hygiene kits needed to prevent disease spread! Floodwaters rising, we need evacuation now! Power lines down, no electricity in the area!",0,1,0,0,0,0,1,1,0,0,0
24537,"We need tents and blankets, it's freezing! Roads blocked, can't transport food and aid! Hospitals need power backup immediately! No toilets, sanitation crisis happening!",0,1,0,0,0,0,0,1,1,1,0
24538,"We have no food left, please send supplies! No toilets, sanitation crisis happening! Floodwaters rising, we need evacuation now!",0,0,1,0,0,0,1,1,0,0,0
24541,"Helicopter rescue required, no way to escape! Bridges collapsed, can't access affected areas! Hygiene kits needed to prevent disease spread! Hospitals need power backup immediately!",0,1,0,1,0,0,1,1,0,0,0
24543,"Garbage piling up, need sanitation workers now! People with chronic illnesses need immediate medication! People are trapped, rescue teams needed! Power lines down, no electricity in the area!",0,1,0,0,1,0,1,1,0,0,0
24544,"Hygiene kits needed to prevent disease spread! We need bottled water and filtration kits! Need satellite phones for coordination! Hospital overcrowded, need more medical staff!",1,0,0,0,1,0,0,1,0,0,1
24545,"Running out of clean water, people are dehydrated! Hospital overcrowded, need more medical staff! Hospitals need power backup immediately! We need canned food, baby formula, and clean drinking water!",0,1,1,0,1,0,0,0,0,0,1
24546,"No place to stay, sleeping outside in the cold! No toilets, sanitation crisis happening! People are trapped, rescue teams needed!",0,0,0,0,0,0,1,1,1,0,0
24548,"Hunger crisis here, send food packages urgently! Water supply cut off, no drinking water available! Roads destroyed, blocking aid transport! Our house was destroyed, need shelter urgently!",0,0,1,1,0,0,0,0,1,0,1
24549,"Food distribution center is empty, need immediate assistance! Our house was destroyed, need shelter urgently! No toilets, sanitation crisis happening!",0,0,1,0,0,0,0,1,1,0,0
24551,"Sewage leaking, risk of outbreak! People with chronic illnesses need immediate medication!",0,0,0,0,1,0,0,1,0,0,0
24553,"Power lines down, no electricity in the area! Lost contact with loved ones, any updates? Hygiene kits needed to prevent disease spread!",1,1,0,0,0,0,0,1,0,0,0
24554,"People are trapped, rescue teams needed! We have no food left, please send supplies! People with chronic illnesses need immediate medication!",0,0,1,0,1,0,1,0,0,0,0
24555,"No toilets, sanitation crisis happening! Need satellite phones for coordination! Roads blocked, can't transport food and aid!",1,0,0,0,0,0,0,1,0,1,0
24556,"No place to stay, sleeping outside in the cold! Hygiene kits needed to prevent disease spread! No radio signals, emergency response affected!",1,0,0,0,0,0,0,1,1,0,0
24560,"No toilets, sanitation crisis happening! Generators running out of fuel, shelters in darkness! Urgent need for antibiotics and painkillers! Bridge collapsed, need alternative routes!",0,1,0,0,1,0,0,1,0,1,0
24563,"Ambulance stuck, need assistance clearing roads! Roads destroyed, blocking aid transport! Families are starving, emergency food needed!",0,0,1,1,0,0,0,0,0,1,0
24568,"People with chronic illnesses need immediate medication! Generators running out of fuel, shelters in darkness! Running out of clean water, people are dehydrated!",0,1,0,0,1,0,0,0,0,0,1
24570,"Families with children need safe shelters! Power lines down, no electricity in the area! Running out of clean water, people are dehydrated!",0,1,0,0,0,0,0,0,1,0,1
24571,"Hunger crisis here, send food packages urgently! Lost contact with loved ones, any updates? Garbage piling up, need sanitation workers now! We need tents and blankets, it's freezing!",1,0,1,0,0,0,0,1,1,0,0
24573,"Garbage piling up, need sanitation workers now! Families are starving, emergency food needed! Internet failure, can't reach authorities!",1,0,1,0,0,0,0,1,0,0,0
24576,"No way to evacuate, transport needed urgently! Urgent: Clean water required for survival! No radio signals, emergency response affected!",1,0,0,0,0,0,0,0,0,1,1
24579,"Public buildings damaged, unsafe for use! Power lines down, no electricity in the area! Ambulance stuck, need assistance clearing roads!",0,1,0,1,0,0,0,0,0,1,0
24580,"Hospital overcrowded, need more medical staff! Our house was destroyed, need shelter urgently! Garbage piling up, need sanitation workers now! We need bottled water and filtration kits!",0,0,0,0,1,0,0,1,1,0,1
24583,"Water pipelines broken, supply disrupted! Emergency responders can't charge equipment, need electricity! Roads blocked, can't transport food and aid!",0,1,0,1,0,0,0,0,0,1,0
24586,"Generators running out of fuel, shelters in darkness! We need tents and blankets, it's freezing! Bridge collapsed, need alternative routes! Families are starving, emergency food needed!",0,1,1,0,0,0,0,0,1,1,0
24587,"Medical aid needed, many are injured! Families with children need safe shelters! No radio signals, emergency response affected!",1,0,0,0,1,0,0,0,1,0,0
24588,"Garbage piling up, need sanitation workers now! Need satellite phones for coordination!",1,0,0,0,0,0,0,1,0,0,0
24589,"Internet failure, can't reach authorities! Food distribution center is empty, need immediate assistance! People with chronic illnesses need immediate medication! Our house was destroyed, need shelter urgently!",1,0,1,0,1,0,0,0,1,0,0
24594,"Running out of clean water, people are dehydrated! Families with children need safe shelters! Bridges collapsed, can't access affected areas! Roads blocked, can't transport food and aid!",0,0,0,1,0,0,0,0,1,1,1
24597,"Ambulance stuck, need assistance clearing roads! Hygiene kits needed to prevent disease spread! Families are starving, emergency food needed!",0,0,1,0,0,0,0,1,0,1,0
24598,"No toilets, sanitation crisis happening! Public buildings damaged, unsafe for use! Lost contact with loved ones, any updates? Emergency responders can't charge equipment, need electricity!",1,1,0,1,0,0,0,1,0,0,0
24600,"Helicopter rescue required, no way to escape! No toilets, sanitation crisis happening! We have no food left, please send supplies!",0,0,1,0,0,0,1,1,0,0,0
24601,"Power lines down, no electricity in the area! Families with children need safe shelters! Garbage piling up, need sanitation workers now! Water pipelines broken, supply disrupted!",0,1,0,1,0,0,0,1,1,0,0
24603,"People are trapped, rescue teams needed! Airport shut down, supplies not reaching us! Evacuation centers are full, more shelter required! Running out of clean water, people are dehydrated!",0,0,0,0,0,0,1,0,1,1,1
